v101,v025,d104,d106,d107,d108,d113,d121,d122a,d122b,v044,v133,v137,v153,v190,v501,v502,v511,v512,v730,v731,v741,v012,v745a,v745b,v746,v715,v744a,v744b,v744c,v744d,v744e
province 7,urban,no,no,no,no,yes,no,no,no,woman selected and interviewed,0,0,no,middle,married,currently in union/living with a man,21,25,47,in the past year,cash only,47,does not own,does not own,less than him,7,no,no,no,no,no
province 7,urban,no,no,no,no,yes,no,no,no,woman selected and interviewed,0,0,no,poorer,married,currently in union/living with a man,18,22,37,in the past year,not paid,40,does not own,does not own,,0,no,yes,yes,no,no
province 7,urban,,,,,,no,no,no,woman selected and interviewed,9,2,no,richer,never in union,never in union,,,,no,,20,does not own,does not own,,,no,no,no,no,no
province 7,urban,,,,,,no,no,no,woman selected and interviewed,9,1,no,middle,never in union,never in union,,,,in the past year,cash only,23,does not own,does not own,,,no,no,no,no,no
province 7,urban,no,no,no,no,yes,don't know,no,no,woman selected and interviewed,0,0,no,poorer,married,currently in union/living with a man,16,22,60,currently working,cash only,38,does not own,does not own,less than him,0,no,yes,yes,no,no
province 7,urban,no,yes,yes,yes,no,yes,no,no,woman selected and interviewed,0,1,no,middle,married,currently in union/living with a man,15,25,42,no,,40,does not own,does not own,,7,no,no,no,no,no
province 7,urban,no,no,no,no,no,yes,no,no,woman selected and interviewed,0,0,no,middle,married,currently in union/living with a man,16,14,45,no,,30,does not own,does not own,,8,no,yes,no,no,no
province 7,urban,yes,yes,yes,yes,yes,no,no,no,woman selected and interviewed,0,3,no,poorer,married,currently in union/living with a man,15,11,28,no,,26,alone only,jointly only,,10,no,yes,no,no,no
province 7,urban,yes,yes,no,no,yes,don't know,no,no,woman selected and interviewed,4,0,no,middle,married,currently in union/living with a man,17,18,35,currently working,not paid,35,does not own,does not own,,4,no,no,no,no,no
province 7,urban,no,no,no,no,no,don't know,no,no,woman selected and interviewed,8,2,no,poorer,married,currently in union/living with a man,14,5,25,no,,20,does not own,does not own,,8,no,no,no,no,no
province 7,urban,yes,no,no,yes,no,yes,no,no,woman selected and interviewed,0,0,no,poorer,married,currently in union/living with a man,22,27,59,currently working,not paid,49,does not own,does not own,,0,no,no,no,no,no
province 7,urban,,,,,,no,no,no,woman selected and interviewed,11,0,no,middle,never in union,never in union,,,,no,,21,does not own,does not own,,,no,yes,yes,no,no
province 7,urban,no,no,no,no,yes,no,no,"yes, more than once",woman selected and interviewed,0,0,no,middle,married,currently in union/living with a man,18,15,33,currently working,cash only,33,does not own,does not own,less than him,8,no,no,no,no,no
province 7,urban,,,,,,no,no,no,woman selected and interviewed,11,0,no,middle,never in union,never in union,,,,no,,17,does not own,does not own,,,no,yes,no,no,no
province 7,urban,no,no,no,no,yes,no,no,no,woman selected and interviewed,8,1,no,poorer,married,currently in union/living with a man,17,4,23,"have a job, but on leave last 7 days",cash and in-kind,21,does not own,does not own,more than him,7,no,no,no,no,no
province 7,urban,no,no,no,no,no,no,no,no,woman selected and interviewed,0,2,no,poorer,married,currently in union/living with a man,20,2,26,no,,22,does not own,does not own,,6,no,yes,yes,no,no
province 7,urban,yes,yes,yes,no,yes,yes,no,no,woman selected and interviewed,2,1,no,middle,married,currently in union/living with a man,11,7,25,in the past year,cash only,19,does not own,does not own,less than him,7,yes,no,no,no,no
province 7,urban,no,no,no,no,yes,no,no,no,woman selected and interviewed,0,0,no,middle,married,currently in union/living with a man,18,10,40,currently working,not paid,29,does not own,does not own,,8,no,no,no,no,no
province 7,urban,no,yes,no,no,yes,no,no,no,woman selected and interviewed,9,0,no,richer,married,currently in union/living with a man,15,13,33,currently working,cash only,28,alone only,does not own,less than him,9,no,no,no,no,no
province 7,urban,no,no,no,no,yes,no,no,no,woman selected and interviewed,8,2,no,richer,married,currently in union/living with a man,17,3,29,currently working,not paid,21,does not own,does not own,,10,no,no,no,no,no
province 7,urban,no,no,no,no,no,no,no,no,woman selected and interviewed,0,0,no,middle,married,currently in union/living with a man,18,29,52,currently working,not paid,48,does not own,does not own,,8,no,yes,no,no,no
province 7,urban,,,,,,yes,no,no,woman selected and interviewed,7,0,no,richer,never in union,never in union,,,,in the past year,not paid,15,does not own,does not own,,,no,yes,no,no,no
province 7,urban,yes,yes,no,no,yes,no,no,no,woman selected and interviewed,0,2,no,richer,married,currently in union/living with a man,15,6,26,currently working,not paid,22,does not own,does not own,,7,no,no,no,no,no
province 7,urban,no,yes,yes,no,yes,no,no,no,woman selected and interviewed,7,0,no,poorer,married,currently in union/living with a man,17,5,23,currently working,not paid,22,does not own,does not own,,8,no,no,no,no,no
province 7,urban,,,,,,no,no,no,woman selected and interviewed,9,0,no,middle,never in union,never in union,,,,in the past year,not paid,15,does not own,does not own,,,no,yes,yes,no,no
province 7,urban,,,,,,yes,no,no,woman selected and interviewed,9,0,no,middle,never in union,never in union,,,,in the past year,not paid,15,does not own,does not own,,,no,no,no,no,no
province 7,urban,,,,,,no,no,no,woman selected and interviewed,8,0,no,middle,never in union,never in union,,,,in the past year,not paid,16,does not own,does not own,,,no,no,no,no,no
province 7,urban,no,no,no,no,yes,no,no,no,woman selected and interviewed,0,0,no,richest,married,currently in union/living with a man,23,13,40,in the past year,not paid,36,does not own,alone only,,2,no,no,no,no,no
province 7,urban,no,no,no,no,yes,no,no,no,woman selected and interviewed,0,0,no,poorer,married,currently in union/living with a man,13,22,38,currently working,not paid,35,does not own,does not own,,0,yes,yes,no,no,no
province 7,urban,no,no,no,no,yes,no,no,no,woman selected and interviewed,0,0,no,richer,married,currently in union/living with a man,15,28,46,currently working,not paid,44,does not own,does not own,,11,no,no,no,no,no
province 7,urban,no,yes,no,no,no,no,no,no,woman selected and interviewed,0,1,no,middle,married,currently in union/living with a man,20,27,49,in the past year,not paid,47,does not own,does not own,,4,no,yes,no,no,no
province 7,urban,no,no,no,no,yes,no,no,no,woman selected and interviewed,10,2,no,richer,married,currently in union/living with a man,18,5,26,in the past year,not paid,23,does not own,does not own,,8,no,no,no,no,no
province 7,urban,no,no,no,no,no,yes,no,no,woman selected and interviewed,0,1,no,middle,married,currently in union/living with a man,19,6,27,currently working,not paid,26,does not own,does not own,,9,no,yes,no,no,no
province 7,urban,,,,,,no,no,no,woman selected and interviewed,11,0,no,middle,never in union,never in union,,,,in the past year,not paid,25,does not own,does not own,,,no,no,no,no,no
province 7,urban,no,yes,no,no,yes,yes,no,no,woman selected and interviewed,0,1,no,middle,married,currently in union/living with a man,14,12,29,in the past year,cash only,27,does not own,does not own,less than him,0,no,no,no,no,no
province 7,urban,,,,,,yes,no,no,woman selected and interviewed,7,0,no,poorer,never in union,never in union,,,,in the past year,cash only,15,does not own,does not own,,,no,yes,no,no,no
province 7,urban,no,no,no,no,yes,no,no,no,woman selected and interviewed,0,0,no,poorer,married,currently in union/living with a man,14,14,31,in the past year,cash only,28,does not own,does not own,less than him,4,no,no,no,no,no
province 7,urban,no,no,no,no,no,no,no,no,woman selected and interviewed,7,2,no,poorer,married,currently in union/living with a man,19,3,22,no,,22,does not own,does not own,,0,yes,no,no,no,no
province 7,urban,yes,yes,no,yes,yes,no,no,no,woman selected and interviewed,0,0,no,middle,living with partner,currently in union/living with a man,15,29,49,currently working,cash only,44,does not own,does not own,less than him,0,no,yes,no,no,no
province 7,urban,no,no,no,no,yes,no,no,no,woman selected and interviewed,0,1,no,middle,married,currently in union/living with a man,18,14,44,no,,33,does not own,does not own,,0,no,no,no,no,no
province 7,urban,no,yes,no,no,no,no,no,no,woman selected and interviewed,0,0,no,middle,married,currently in union/living with a man,15,11,33,currently working,cash only,26,does not own,does not own,less than him,0,yes,yes,no,no,no
province 7,urban,no,no,no,no,yes,no,no,no,woman selected and interviewed,0,0,no,richer,married,currently in union/living with a man,13,26,57,no,,40,does not own,does not own,,10,no,no,no,no,no
province 7,urban,no,yes,no,yes,no,no,no,no,woman selected and interviewed,0,0,no,middle,married,currently in union/living with a man,18,24,39,currently working,not paid,42,does not own,does not own,,7,no,no,no,no,no
province 7,urban,no,yes,no,no,yes,yes,no,no,woman selected and interviewed,8,2,no,middle,married,currently in union/living with a man,17,3,26,currently working,not paid,20,does not own,jointly only,,10,no,yes,no,no,no
province 7,urban,no,yes,no,no,yes,yes,no,no,woman selected and interviewed,5,1,no,poorer,married,currently in union/living with a man,17,8,28,no,,26,does not own,does not own,,4,no,no,no,no,no
province 7,urban,no,no,no,no,no,no,no,no,woman selected and interviewed,7,1,no,poorer,married,currently in union/living with a man,28,2,22,currently working,not paid,30,does not own,does not own,,9,no,no,no,no,no
province 7,urban,no,yes,yes,no,yes,don't know,no,no,woman selected and interviewed,0,0,no,middle,married,currently in union/living with a man,16,29,51,currently working,cash and in-kind,46,does not own,does not own,less than him,0,no,no,no,no,no
province 7,urban,no,no,no,no,no,no,no,no,woman selected and interviewed,0,0,no,poorer,married,currently in union/living with a man,18,21,48,no,,40,does not own,does not own,,0,no,no,no,no,no
province 7,urban,,,,,,yes,no,no,woman selected and interviewed,9,0,no,middle,never in union,never in union,,,,in the past year,cash only,17,does not own,does not own,,,no,no,no,no,no
province 7,urban,no,no,no,no,yes,no,no,no,woman selected and interviewed,9,0,no,poorer,married,currently in union/living with a man,15,9,36,currently working,cash only,25,does not own,does not own,husband/partner doesn't bring in money,8,no,no,no,no,no
province 7,urban,no,yes,yes,no,yes,don't know,no,no,woman selected and interviewed,0,0,no,richer,married,currently in union/living with a man,17,15,32,no,,32,does not own,does not own,,10,no,no,no,no,no
province 7,urban,,,,,,no,no,no,woman selected and interviewed,7,1,no,richer,never in union,never in union,,,,currently working,not paid,16,does not own,does not own,,,no,no,no,no,no
province 7,urban,no,no,no,no,no,yes,no,no,woman selected and interviewed,0,0,no,poorer,married,currently in union/living with a man,14,19,43,no,,33,does not own,does not own,,0,no,no,no,no,no
province 7,urban,,,,,,no,no,no,woman selected and interviewed,9,0,no,middle,never in union,never in union,,,,no,,20,does not own,does not own,,,no,no,no,no,no
province 7,urban,no,no,no,no,no,no,no,no,woman selected and interviewed,9,0,no,richest,married,currently in union/living with a man,17,20,47,no,,38,alone only,does not own,,9,no,no,no,no,no
province 7,urban,yes,yes,yes,yes,yes,no,no,no,woman selected and interviewed,5,0,no,richest,married,currently in union/living with a man,23,14,39,no,,37,does not own,does not own,,11,no,no,no,no,no
province 7,urban,no,no,no,no,no,no,no,no,woman selected and interviewed,11,1,no,richer,married,currently in union/living with a man,17,9,35,no,,26,does not own,does not own,,11,yes,yes,yes,no,no
province 7,urban,no,no,no,no,no,no,no,no,woman selected and interviewed,0,0,no,richest,married,currently in union/living with a man,14,21,40,no,,36,does not own,does not own,,11,no,yes,yes,no,no
province 7,urban,no,no,no,no,no,no,no,no,woman selected and interviewed,11,1,yes,richest,married,currently in union/living with a man,19,4,30,no,,24,does not own,does not own,,11,no,no,no,no,no
province 7,urban,no,no,no,no,no,no,no,no,woman selected and interviewed,11,2,yes,richest,married,currently in union/living with a man,22,6,33,no,,28,does not own,does not own,,11,no,no,no,no,no
province 7,urban,no,no,no,no,no,yes,no,no,woman selected and interviewed,0,1,no,richer,married,currently in union/living with a man,16,10,29,no,,26,does not own,does not own,,4,no,no,no,no,no
province 7,urban,no,yes,no,no,no,no,"yes, more than once",no,woman selected and interviewed,8,0,no,richest,married,currently in union/living with a man,14,14,33,in the past year,cash only,28,does not own,does not own,more than him,10,yes,no,no,no,no
province 7,urban,no,no,no,no,no,no,no,no,woman selected and interviewed,10,1,no,richer,married,currently in union/living with a man,18,11,33,in the past year,cash only,29,does not own,does not own,less than him,10,no,no,no,no,no
province 7,urban,no,no,no,no,no,yes,no,no,woman selected and interviewed,11,0,no,richer,married,currently in union/living with a man,21,0,24,no,,22,does not own,both alone and jointly,,11,no,no,no,no,no
province 7,urban,yes,yes,no,yes,yes,no,no,no,woman selected and interviewed,0,0,no,richer,married,currently in union/living with a man,21,4,32,no,,25,does not own,does not own,,10,yes,yes,yes,yes,no
province 7,urban,no,no,no,no,no,no,no,no,woman selected and interviewed,0,0,yes,richest,married,currently in union/living with a man,16,28,47,currently working,not paid,45,does not own,does not own,,11,yes,yes,yes,no,no
